"Time","Mob BP1"
2022-02-25 15:40:03,128
2022-02-25 15:55:03,134
2022-02-25 16:00:03,133
2022-02-25 16:30:03,132
2022-02-25 17:00:03,131
2022-02-25 17:30:03,129
2022-02-25 18:00:03,128
2022-02-25 18:30:03,129
2022-02-25 19:00:03,128
2022-02-25 19:30:03,128
2022-02-25 20:00:03,128
2022-02-25 20:30:03,128
2022-02-25 21:00:03,128
2022-02-25 21:30:03,128
2022-02-25 22:00:03,128
2022-02-25 22:30:03,128
2022-02-25 23:00:03,128
2022-02-25 23:30:03,128
2022-02-26 00:00:03,129
2022-02-26 00:30:03,129
2022-02-26 01:00:03,130
2022-02-26 01:30:03,130
2022-02-26 02:00:03,130
2022-02-26 02:30:03,130
2022-02-26 03:00:03,130
2022-02-26 03:30:03,130
2022-02-26 04:00:03,130
2022-02-26 04:30:03,131
2022-02-26 05:00:03,132
2022-02-26 05:30:03,132
2022-02-26 06:00:03,132
2022-02-26 06:30:03,133
2022-02-26 07:00:03,132
2022-02-26 07:30:03,133
2022-02-26 08:00:03,132
2022-02-26 08:30:03,133
2022-02-26 09:00:03,129
2022-02-26 09:30:03,127
2022-02-26 10:00:03,134
2022-02-26 10:30:03,136
2022-02-26 11:00:03,135
2022-02-26 11:30:03,135
2022-02-26 12:00:03,135
2022-02-26 12:30:03,135
2022-02-26 13:00:03,136
2022-02-26 13:30:03,136
2022-02-26 14:00:03,136
2022-02-26 14:30:03,136
2022-02-26 15:00:03,136
2022-02-26 15:30:03,136
2022-02-26 16:00:03,136
2022-02-26 16:30:03,136
2022-02-26 17:00:03,136
2022-02-26 17:30:03,136
2022-02-26 18:00:03,136
2022-02-26 18:30:03,136
2022-02-26 19:00:03,136
2022-02-26 19:30:03,136
2022-02-26 20:00:03,135
2022-02-26 20:30:03,135
2022-02-26 21:00:03,135
2022-02-26 21:30:03,135
2022-02-26 22:00:03,135
2022-02-26 22:30:03,135
2022-02-26 23:00:03,133
2022-02-26 23:30:03,134
2022-02-27 00:00:03,133
2022-02-27 00:30:03,133
2022-02-27 01:00:03,133
2022-02-27 01:30:03,133
2022-02-27 02:00:03,133
2022-02-27 02:30:03,133
2022-02-27 03:00:03,132
2022-02-27 03:30:03,132
2022-02-27 04:00:03,134
