"Time","Mob BP1"
2022-02-25 00:30:03,0.365
2022-02-25 01:00:03,0.360
2022-02-25 01:30:03,0.361
2022-02-25 02:00:03,0.401
2022-02-25 02:30:03,0.425
2022-02-25 03:00:03,0.442
2022-02-25 03:30:03,0.443
2022-02-25 04:00:03,0.446
2022-02-25 04:30:03,0.451
2022-02-25 05:00:03,0.446
2022-02-25 05:30:03,0.443
2022-02-25 06:00:03,0.441
2022-02-25 06:30:03,0.420
2022-02-25 07:00:03,0.421
2022-02-25 07:30:03,0.410
2022-02-25 08:00:03,0.400
2022-02-25 08:30:03,0.388
2022-02-25 09:00:03,0.326
2022-02-25 09:30:03,0.373
2022-02-25 10:00:03,0.365
2022-02-25 10:30:03,0.381
2022-02-25 11:00:03,0.370
2022-02-25 11:30:03,0.359
2022-02-25 12:00:03,0.352
2022-02-25 12:30:03,0.337
2022-02-25 13:00:03,0.329
2022-02-25 13:30:03,0.322
2022-02-25 14:00:03,0.275
2022-02-25 14:30:03,0.293
2022-02-25 15:00:03,0.319
2022-02-25 15:30:03,0.307
2022-02-25 15:40:03,0.190
2022-02-25 15:55:03,0.297
2022-02-25 16:00:03,0.280
2022-02-25 16:30:03,0.254
2022-02-25 17:00:03,0.228
2022-02-25 17:30:03,0.199
2022-02-25 18:00:03,0.186
2022-02-25 18:30:03,0.195
2022-02-25 19:00:03,0.187
2022-02-25 19:30:03,0.184
2022-02-25 20:00:03,0.181
2022-02-25 20:30:03,0.177
2022-02-25 21:00:03,0.176
2022-02-25 21:30:03,0.176
2022-02-25 22:00:03,0.181
2022-02-25 22:30:03,0.185
2022-02-25 23:00:03,0.189
2022-02-25 23:30:03,0.189
2022-02-26 00:00:03,0.193
2022-02-26 00:30:03,0.198
2022-02-26 01:00:03,0.211
2022-02-26 01:30:03,0.217
2022-02-26 02:00:03,0.219
2022-02-26 02:30:03,0.216
2022-02-26 03:00:03,0.219
2022-02-26 03:30:03,0.220
2022-02-26 04:00:03,0.224
2022-02-26 04:30:03,0.228
2022-02-26 05:00:03,0.251
2022-02-26 05:30:03,0.255
2022-02-26 06:00:03,0.265
2022-02-26 06:30:03,0.267
2022-02-26 07:00:03,0.256
2022-02-26 07:30:03,0.270
2022-02-26 08:00:03,0.264
2022-02-26 08:30:03,0.272
2022-02-26 09:00:03,0.194
2022-02-26 09:30:03,0.173
2022-02-26 10:00:03,0.301
2022-02-26 10:30:03,0.354
2022-02-26 11:00:03,0.324
2022-02-26 11:30:03,0.321
2022-02-26 12:00:03,0.322
2022-02-26 12:30:03,0.332
2022-02-26 13:00:03,0.348
2022-02-26 13:30:03,0.339
2022-02-26 14:00:03,0.337
2022-02-26 14:30:03,0.339
2022-02-26 15:00:03,0.341
2022-02-26 15:30:03,0.339
2022-02-26 16:00:03,0.340
2022-02-26 16:30:03,0.337
2022-02-26 17:00:03,0.335
2022-02-26 17:30:03,0.340
2022-02-26 18:00:03,0.339
2022-02-26 18:30:03,0.334
2022-02-26 19:00:03,0.339
2022-02-26 19:30:03,0.336
2022-02-26 20:00:03,0.332
2022-02-26 20:30:03,0.326
2022-02-26 21:00:03,0.322
2022-02-26 21:30:03,0.324
2022-02-26 22:00:03,0.321
2022-02-26 22:30:03,0.328
2022-02-26 23:00:03,0.279
2022-02-26 23:30:03,0.293
2022-02-27 00:00:03,0.285
2022-02-27 00:30:03,0.276
2022-02-27 01:00:03,0.281
2022-02-27 01:30:03,0.276
2022-02-27 02:00:03,0.270
2022-02-27 02:30:03,0.273
2022-02-27 03:00:03,0.266
2022-02-27 03:30:03,0.266
2022-02-27 04:00:03,0.299
2022-02-27 04:30:03,0.310
2022-02-27 05:00:03,0.312
2022-02-27 05:30:03,0.325
2022-02-27 06:00:03,0.322
2022-02-27 06:30:03,0.324
2022-02-27 07:00:03,0.317
2022-02-27 07:30:03,0.319
2022-02-27 08:00:03,0.322
2022-02-27 08:30:03,0.315
2022-02-27 09:00:03,0.320
2022-02-27 09:25:03,0.206
2022-02-27 09:30:03,0.156
2022-02-27 09:45:03,0.0879
2022-02-27 10:00:03,0.0396
2022-02-27 10:30:03,0.0169
2022-02-27 11:00:03,0.0117
2022-02-27 11:30:03,0.0474
2022-02-27 11:40:03,0.109
2022-02-27 11:45:03,0.210
2022-02-27 11:50:03,0.501
2022-02-27 11:55:03,0.710
2022-02-27 12:00:03,0.761
2022-02-27 12:30:03,0.710
2022-02-27 13:00:03,0.635
2022-02-27 13:30:03,0.580
2022-02-27 14:00:03,0.529
2022-02-27 14:30:03,0.510
2022-02-27 15:00:03,0.466
2022-02-27 15:30:03,0.445
2022-02-27 16:00:03,0.419
2022-02-27 16:30:03,0.399
2022-02-27 17:00:03,0.376
2022-02-27 17:30:03,0.320
2022-02-27 18:00:03,0.340
2022-02-27 18:10:03,0.181
2022-02-27 18:20:03,0.0877
2022-02-27 18:30:03,0.0435
2022-02-27 18:45:03,0.0148
2022-02-27 19:00:03,0.00842
2022-02-27 19:30:03,0.00929
2022-02-27 20:00:03,0.00823
2022-02-27 20:30:03,0.00964
2022-02-27 21:00:03,0.0125
2022-02-27 21:30:03,0.0131
