"Time","MP BP2"
2021-10-19 15:30:03,14.0
2021-10-19 16:30:03,13.7
2021-10-19 17:00:03,13.2
2021-10-19 17:30:03,12.7
2021-10-19 18:00:03,12.0
2021-10-19 18:30:03,12.0
2021-10-19 19:00:03,12.3
2021-10-19 20:00:03,11.9
2021-10-19 20:30:03,11.7
2021-10-19 21:00:03,11.5
2021-10-19 21:30:03,11.4
2021-10-19 22:00:03,11.6
2021-10-19 22:30:03,11.6
2021-10-19 23:00:03,11.0
2021-10-20 00:00:03,10.2
2021-10-20 00:30:03,9.45
2021-10-20 01:00:03,9.28
2021-10-20 01:30:03,8.86
2021-10-20 02:00:03,9.37
2021-10-20 02:30:03,9.49
2021-10-20 03:00:03,9.20
2021-10-20 03:30:03,8.59
2021-10-20 04:00:03,8.41
2021-10-20 04:30:03,8.60
2021-10-20 05:00:03,8.62
2021-10-20 05:30:03,7.92
2021-10-20 06:30:03,6.79
2021-10-20 07:00:03,6.41
2021-10-20 07:30:03,5.20
2021-10-20 08:30:03,4.32
2021-10-20 09:00:03,5.83
2021-10-20 09:30:03,8.56
2021-10-20 10:30:03,10.6
2021-10-20 11:00:03,11.7
2021-10-20 11:30:03,13.4
2021-10-20 12:00:03,14.9
2021-10-20 12:30:03,16.3
2021-10-20 13:00:03,17.0
2021-10-20 13:30:03,17.6
2021-10-20 14:00:03,17.6
2021-10-20 14:30:03,19.0
2021-10-20 15:30:03,18.9
2021-10-20 16:00:03,18.2
2021-10-20 16:30:03,17.2
2021-10-20 17:00:03,17.2
2021-10-20 17:30:03,16.8
2021-10-20 18:00:03,15.7
2021-10-20 18:30:03,15.0
2021-10-20 19:00:03,14.6
2021-10-20 19:30:03,13.9
2021-10-20 20:30:03,14.8
2021-10-20 21:00:03,14.3
2021-10-20 21:30:03,12.8
2021-10-20 22:00:03,11.7
2021-10-20 22:30:03,12.1
2021-10-20 23:00:03,13.7
2021-10-21 00:00:03,14.2
2021-10-21 00:30:03,14.4
2021-10-21 01:00:03,13.9
2021-10-21 01:30:03,12.6
2021-10-21 02:00:03,11.8
2021-10-21 02:30:03,11.7
2021-10-21 03:00:03,11.7
2021-10-21 03:30:03,11.3
2021-10-21 04:00:03,11.3
2021-10-21 04:30:03,11.5
2021-10-21 05:00:03,11.5
2021-10-21 05:30:03,11.5
2021-10-21 06:00:03,11.4
2021-10-21 06:30:03,11.5
2021-10-21 07:30:03,11.4
2021-10-21 08:00:03,11.6
2021-10-21 08:30:03,12.0
2021-10-21 09:00:03,12.1
2021-10-21 09:30:03,12.8
2021-10-21 10:00:03,13.2
2021-10-21 10:05:03,13.1
2021-10-21 10:30:03,13.1
2021-10-21 11:30:03,12.9
2021-10-21 12:30:03,13.9
2021-10-21 13:00:03,13.7
2021-10-21 13:30:03,13.5
2021-10-21 14:00:03,13.2
2021-10-21 15:00:03,11.9
2021-10-21 15:30:03,11.1
2021-10-21 16:00:03,11.8
2021-10-21 16:30:03,12.1
2021-10-21 17:00:03,11.3
2021-10-21 17:30:03,10.2
2021-10-21 18:00:03,9.44
2021-10-21 18:30:03,8.77
2021-10-21 19:00:03,8.60
2021-10-21 20:00:03,7.59
2021-10-21 20:30:03,7.07
2021-10-21 21:00:03,7.07
2021-10-21 21:30:03,7.00
2021-10-21 22:00:03,7.53
2021-10-21 22:30:03,8.58
2021-10-21 23:00:03,7.79
2021-10-21 23:30:03,6.90
2021-10-22 00:00:03,6.38
2021-10-22 00:30:03,6.17
2021-10-22 01:00:03,6.21
2021-10-22 01:30:03,5.73
2021-10-22 02:00:03,5.39
2021-10-22 02:30:03,5.28
2021-10-22 03:00:03,5.27
2021-10-22 03:30:03,5.66
2021-10-22 04:00:03,5.53
2021-10-22 04:30:03,4.16
2021-10-22 05:00:03,2.66
2021-10-22 05:30:03,1.87
2021-10-22 06:00:03,1.98
2021-10-22 06:30:03,1.89
2021-10-22 07:30:03,0.267
2021-10-22 08:00:03,0.0137
2021-10-22 08:30:03,0.801
2021-10-22 09:00:03,2.10
2021-10-22 09:30:03,3.04
2021-10-22 10:00:03,4.22
2021-10-22 10:30:03,5.97
2021-10-22 11:00:03,5.61
2021-10-22 11:30:03,6.68
2021-10-22 12:00:03,7.65
2021-10-22 12:30:03,7.49
2021-10-22 13:00:03,7.86
2021-10-22 13:30:03,8.20
2021-10-22 14:00:03,7.76
2021-10-22 14:30:03,8.18
2021-10-22 15:00:03,8.17
2021-10-22 15:30:03,8.22
2021-10-22 16:00:03,8.28
2021-10-22 16:30:03,9.63
2021-10-22 17:00:03,9.44
2021-10-22 18:00:03,6.72
2021-10-22 18:30:03,6.11
2021-10-22 19:00:03,6.04
2021-10-22 19:30:03,5.85
2021-10-22 20:00:03,5.69
2021-10-22 20:30:03,6.01
2021-10-22 21:00:03,6.39
2021-10-22 21:30:03,6.46
2021-10-22 22:00:03,6.42
2021-10-22 22:30:03,6.44
2021-10-22 23:00:03,5.97
2021-10-22 23:30:03,5.34
2021-10-23 00:00:03,5.69
2021-10-23 00:30:03,5.59
2021-10-23 01:00:03,5.37
2021-10-23 01:30:03,5.01
2021-10-23 02:00:03,4.69
2021-10-23 02:30:03,4.55
2021-10-23 03:00:03,4.06
2021-10-23 03:30:03,3.12
2021-10-23 04:30:03,2.68
2021-10-23 05:00:03,2.71
2021-10-23 05:30:03,2.10
2021-10-23 06:00:03,1.34
2021-10-23 06:30:03,0.914
2021-10-23 07:30:03,-0.59
2021-10-23 08:00:03,-0.55
2021-10-23 08:30:03,-0.20
2021-10-23 09:00:03,0.366
2021-10-23 09:30:03,1.26
2021-10-23 10:00:03,2.53
2021-10-23 10:30:03,3.94
2021-10-23 11:00:03,4.96
2021-10-23 11:30:03,6.34
2021-10-23 12:00:03,6.49
2021-10-23 12:30:03,7.34
2021-10-23 13:00:03,7.39
2021-10-23 13:30:03,7.83
2021-10-23 14:00:03,8.87
2021-10-23 15:00:03,9.18
2021-10-23 15:30:03,9.02
2021-10-23 16:00:03,9.52
2021-10-23 16:30:03,9.10
2021-10-23 17:00:03,8.70
2021-10-23 17:30:03,7.63
2021-10-23 18:00:03,6.14
2021-10-23 18:30:03,5.11
2021-10-23 19:00:03,3.32
2021-10-23 19:30:03,1.32
2021-10-23 20:00:03,-0.18
2021-10-23 20:30:03,-0.63
2021-10-23 21:00:03,-0.70
2021-10-23 21:30:03,-0.97
2021-10-23 22:00:03,-1.8
2021-10-23 22:30:03,-2.1
2021-10-23 23:00:03,-2.6
2021-10-24 00:00:03,-3.3
2021-10-24 00:30:03,-3.5
2021-10-24 01:30:03,-3.8
2021-10-24 02:00:03,-4.1
2021-10-24 02:30:03,-4.3
2021-10-24 03:00:03,-4.5
2021-10-24 03:30:03,-4.6
2021-10-24 04:30:03,-5.0
2021-10-24 05:00:03,-5.1
2021-10-24 05:30:03,-5.2
2021-10-24 06:00:03,-5.3
2021-10-24 07:00:03,-5.6
2021-10-24 07:30:03,-5.6
2021-10-24 08:00:03,-5.6
2021-10-24 08:30:03,-5.2
2021-10-24 09:00:03,-4.3
2021-10-24 09:30:03,-3.5
2021-10-24 10:00:03,-2.8
2021-10-24 10:30:03,-1.1
2021-10-24 11:00:03,0.297
2021-10-24 11:30:03,1.98
2021-10-24 12:00:03,3.07
2021-10-24 12:30:03,3.94
2021-10-24 13:00:03,4.59
2021-10-24 13:30:03,5.58
2021-10-24 14:30:03,6.96
2021-10-24 15:00:03,6.83
2021-10-24 16:00:03,6.49
2021-10-24 16:30:03,8.49
2021-10-24 17:00:03,9.82
2021-10-24 17:30:03,6.16
2021-10-24 18:00:03,1.42
2021-10-24 19:00:03,-1.4
2021-10-24 19:30:03,-2.0
2021-10-24 20:00:03,-2.6
2021-10-24 20:30:03,-3.1
2021-10-24 21:00:03,-3.4
2021-10-24 22:00:03,-4.0
2021-10-24 22:30:03,-4.1
2021-10-24 23:00:03,-4.3
2021-10-24 23:30:03,-4.4
2021-10-25 00:30:03,-4.8
2021-10-25 01:00:03,-5.0
2021-10-25 02:00:03,-5.2
2021-10-25 02:30:03,-5.2
2021-10-25 03:00:03,-5.2
2021-10-25 04:00:03,-5.4
2021-10-25 04:30:03,-5.5
2021-10-25 05:00:03,-5.7
2021-10-25 05:30:03,-5.5
2021-10-25 06:00:03,-5.6
2021-10-25 07:00:03,-6.1
2021-10-25 07:30:03,-6.2
2021-10-25 08:00:03,-6.2
2021-10-25 08:30:03,-5.9
2021-10-25 09:00:03,-4.9
2021-10-25 09:30:03,-3.4
2021-10-25 10:00:03,-1.4
2021-10-25 10:30:03,-0.21
2021-10-25 11:00:03,0.676
2021-10-25 11:30:03,1.70
2021-10-25 12:30:03,3.22
2021-10-25 13:00:03,4.04
2021-10-25 13:30:03,5.00
2021-10-25 14:00:03,5.59
2021-10-25 14:30:03,5.93
2021-10-25 15:00:03,7.24
2021-10-25 15:30:03,7.94
2021-10-25 16:00:03,8.34
2021-10-25 16:30:03,8.29
2021-10-25 17:00:03,6.57
2021-10-25 17:30:03,4.07
2021-10-25 18:00:03,1.93
2021-10-25 18:30:03,0.550
2021-10-25 19:00:03,-0.25
2021-10-25 19:30:03,-0.82
2021-10-25 20:00:03,-1.2
2021-10-25 20:30:03,-1.5
2021-10-25 21:00:03,-1.4
2021-10-25 21:30:03,-1.2
2021-10-25 22:00:03,-1.0
2021-10-25 22:30:03,-1.2
2021-10-25 23:00:03,-1.2
2021-10-26 00:00:03,-2.0
2021-10-26 00:30:03,-2.0
2021-10-26 01:30:03,-2.0
2021-10-26 02:00:03,-1.9
2021-10-26 02:30:03,-1.6
2021-10-26 03:30:03,-1.2
2021-10-26 04:00:03,-1.5
2021-10-26 04:30:03,-1.9
2021-10-26 05:00:03,-1.9
2021-10-26 05:30:03,-2.3
2021-10-26 06:30:03,-3.0
2021-10-26 08:00:03,-3.6
2021-10-26 08:30:03,-3.3
2021-10-26 09:00:03,-0.68
2021-10-26 10:00:03,1.75
2021-10-26 10:30:03,3.47
2021-10-26 11:00:03,4.63
2021-10-26 11:15:03,5.30
