"Time","MP BP4"
2021-10-19 15:30:03,14.8
2021-10-19 16:00:03,14.7
2021-10-19 16:30:03,14.2
2021-10-19 18:00:03,13.2
2021-10-19 19:00:03,13.0
2021-10-19 19:30:03,12.8
2021-10-19 20:00:03,12.5
2021-10-19 20:30:03,12.2
2021-10-19 21:00:03,12.0
2021-10-19 21:30:03,11.9
2021-10-19 22:30:03,12.0
2021-10-19 23:00:03,11.6
2021-10-19 23:30:03,11.4
2021-10-20 00:00:03,11.0
2021-10-20 00:30:03,10.6
2021-10-20 01:00:03,11.0
2021-10-20 01:30:03,10.9
2021-10-20 02:00:03,10.8
2021-10-20 02:30:03,10.7
2021-10-20 03:00:03,9.95
2021-10-20 03:20:03,9.05
2021-10-20 03:30:03,8.76
2021-10-20 04:30:03,9.45
2021-10-20 05:30:03,8.98
2021-10-20 06:00:03,8.60
2021-10-20 07:00:03,7.80
2021-10-20 07:30:03,6.27
2021-10-20 08:00:03,5.46
2021-10-20 08:30:03,9.07
2021-10-20 09:00:03,9.93
2021-10-20 09:30:03,16.4
2021-10-20 10:00:03,19.5
2021-10-20 10:30:03,20.9
2021-10-20 11:00:03,21.7
2021-10-20 11:30:03,22.9
2021-10-20 12:00:03,22.5
2021-10-20 12:30:03,22.7
2021-10-20 13:00:03,22.3
2021-10-20 13:30:03,22.4
2021-10-20 14:00:03,23.0
2021-10-20 14:30:03,22.6
2021-10-20 15:00:03,21.0
2021-10-20 15:15:03,20.8
2021-10-20 15:30:03,20.2
2021-10-20 16:00:03,19.5
2021-10-20 16:30:03,18.5
2021-10-20 17:00:03,18.4
2021-10-20 17:30:03,18.0
2021-10-20 18:00:03,17.1
2021-10-20 18:30:03,16.4
2021-10-20 19:00:03,16.2
2021-10-20 19:30:03,15.5
2021-10-20 20:00:03,15.7
2021-10-20 21:00:03,15.7
2021-10-20 21:30:03,15.1
2021-10-20 22:00:03,13.8
2021-10-20 22:30:03,14.1
2021-10-20 23:00:03,15.2
2021-10-20 23:30:03,15.1
2021-10-21 00:00:03,15.2
2021-10-21 00:30:03,15.3
2021-10-21 01:00:03,14.9
2021-10-21 01:30:03,13.8
2021-10-21 02:00:03,12.6
2021-10-21 02:30:03,12.5
2021-10-21 03:00:03,12.1
2021-10-21 03:30:03,11.6
2021-10-21 04:00:03,11.6
2021-10-21 04:30:03,11.8
2021-10-21 05:00:03,11.6
2021-10-21 05:30:03,11.8
2021-10-21 06:00:03,11.8
2021-10-21 06:30:03,11.8
2021-10-21 07:00:03,11.7
2021-10-21 07:55:03,11.8
2021-10-21 08:00:03,11.8
2021-10-21 08:10:03,11.9
2021-10-21 08:30:03,12.3
2021-10-21 09:00:03,12.9
2021-10-21 09:30:03,14.0
2021-10-21 10:00:03,16.2
2021-10-21 11:00:03,17.0
2021-10-21 11:30:03,17.2
2021-10-21 12:00:03,17.4
2021-10-21 12:30:03,15.6
2021-10-21 12:50:03,15.9
2021-10-21 13:00:03,15.4
2021-10-21 13:30:03,15.1
2021-10-21 14:00:03,15.0
2021-10-21 14:30:03,14.0
2021-10-21 15:30:03,13.2
2021-10-21 16:00:03,13.5
2021-10-21 16:30:03,13.0
2021-10-21 17:00:03,12.2
2021-10-21 17:30:03,11.4
2021-10-21 18:00:03,10.2
2021-10-21 18:30:03,9.51
2021-10-21 19:30:03,8.47
2021-10-21 20:00:03,8.14
2021-10-21 20:30:03,8.17
2021-10-21 21:00:03,8.08
2021-10-21 22:00:03,8.27
2021-10-21 22:30:03,9.16
2021-10-21 23:00:03,8.24
2021-10-21 23:30:03,7.46
2021-10-22 00:00:03,7.03
2021-10-22 00:10:03,7.08
2021-10-22 00:15:03,6.96
2021-10-22 00:25:03,6.81
2021-10-22 01:00:03,6.64
2021-10-22 01:30:03,6.33
2021-10-22 02:00:03,6.01
2021-10-22 02:20:03,5.92
2021-10-22 02:30:03,5.71
2021-10-22 03:00:03,5.54
2021-10-22 03:30:03,5.74
2021-10-22 04:00:03,5.84
2021-10-22 04:30:03,4.77
2021-10-22 05:30:03,2.39
2021-10-22 06:00:03,2.38
2021-10-22 06:30:03,2.16
2021-10-22 07:00:03,1.24
2021-10-22 07:30:03,0.700
2021-10-22 08:00:03,1.53
2021-10-22 09:00:03,5.05
2021-10-22 09:30:03,8.60
2021-10-22 10:00:03,10.5
2021-10-22 10:30:03,12.0
2021-10-22 11:00:03,11.7
2021-10-22 11:30:03,11.4
2021-10-22 12:00:03,12.4
2021-10-22 13:00:03,9.72
2021-10-22 14:00:03,12.5
2021-10-22 14:30:03,13.1
2021-10-22 15:00:03,12.6
2021-10-22 15:30:03,11.7
2021-10-22 16:30:03,12.1
2021-10-22 17:00:03,11.4
2021-10-22 17:30:03,10.2
2021-10-22 17:40:03,9.07
2021-10-22 18:00:03,7.96
2021-10-22 18:30:03,7.03
2021-10-22 19:00:03,6.84
2021-10-22 19:30:03,6.57
2021-10-22 20:00:03,6.41
2021-10-22 20:30:03,6.55
2021-10-22 21:00:03,6.74
2021-10-22 21:30:03,6.80
2021-10-22 22:00:03,6.65
2021-10-22 22:30:03,6.92
2021-10-22 23:00:03,6.53
2021-10-22 23:30:03,5.97
2021-10-23 00:00:03,6.25
2021-10-23 00:30:03,6.09
2021-10-23 01:00:03,5.91
2021-10-23 01:30:03,5.63
2021-10-23 02:00:03,5.40
2021-10-23 02:30:03,5.24
2021-10-23 03:00:03,4.71
2021-10-23 03:30:03,3.60
2021-10-23 04:00:03,2.12
2021-10-23 05:00:03,3.19
2021-10-23 05:30:03,2.50
2021-10-23 06:00:03,1.21
2021-10-23 06:30:03,1.14
2021-10-23 07:00:03,0.0244
2021-10-23 07:30:03,-1.5
2021-10-23 08:00:03,-0.65
2021-10-23 08:30:03,1.46
2021-10-23 09:00:03,3.81
2021-10-23 09:30:03,8.79
2021-10-23 10:00:03,11.9
2021-10-23 10:30:03,13.6
2021-10-23 11:00:03,13.5
2021-10-23 11:30:03,14.3
2021-10-23 12:00:03,14.3
2021-10-23 12:30:03,11.2
2021-10-23 13:00:03,13.4
2021-10-23 13:30:03,14.3
2021-10-23 14:00:03,11.5
2021-10-23 14:30:03,10.8
2021-10-23 15:00:03,9.71
2021-10-23 15:30:03,9.48
2021-10-23 16:30:03,9.61
2021-10-23 17:00:03,9.27
2021-10-23 17:30:03,8.45
2021-10-23 18:00:03,6.80
2021-10-23 18:30:03,5.18
2021-10-23 19:00:03,3.15
2021-10-23 19:30:03,1.21
2021-10-23 20:00:03,-0.52
2021-10-23 21:00:03,-1.1
2021-10-23 21:30:03,-1.0
2021-10-23 22:00:03,-1.6
2021-10-23 22:30:03,-2.2
2021-10-23 23:30:03,-3.1
2021-10-24 00:00:03,-3.3
2021-10-24 01:00:03,-3.9
2021-10-24 01:30:03,-4.2
2021-10-24 02:00:03,-4.4
2021-10-24 02:30:03,-4.4
2021-10-24 03:00:03,-4.7
2021-10-24 03:30:03,-4.9
2021-10-24 04:00:03,-5.1
2021-10-24 04:30:03,-5.3
2021-10-24 05:30:03,-5.5
2021-10-24 06:00:03,-5.6
2021-10-24 06:30:03,-5.7
2021-10-24 07:30:03,-5.9
2021-10-24 08:00:03,-5.8
2021-10-24 09:00:03,-1.1
2021-10-24 09:30:03,4.50
2021-10-24 10:00:03,9.65
2021-10-24 10:30:03,12.8
2021-10-24 11:00:03,13.9
2021-10-24 11:30:03,16.0
2021-10-24 12:00:03,16.4
2021-10-24 12:30:03,18.4
2021-10-24 13:00:03,18.0
2021-10-24 13:30:03,16.9
2021-10-24 14:00:03,17.2
2021-10-24 14:30:03,17.2
2021-10-24 15:00:03,16.4
2021-10-24 15:30:03,15.6
2021-10-24 16:00:03,16.1
2021-10-24 16:30:03,16.6
2021-10-24 17:00:03,16.4
2021-10-24 17:30:03,12.7
2021-10-24 18:00:03,3.54
2021-10-24 19:00:03,-1.1
2021-10-24 19:30:03,-1.7
2021-10-24 20:00:03,-2.3
2021-10-24 20:30:03,-2.7
2021-10-24 21:00:03,-3.1
2021-10-24 21:30:03,-3.4
2021-10-24 22:00:03,-3.7
2021-10-24 22:30:03,-3.9
2021-10-24 22:50:03,-4.1
2021-10-24 23:00:03,-4.2
2021-10-24 23:30:03,-4.4
2021-10-25 00:00:03,-4.7
2021-10-25 01:00:03,-5.1
2021-10-25 01:30:03,-5.2
2021-10-25 02:00:03,-5.4
2021-10-25 03:00:03,-5.4
2021-10-25 03:30:03,-5.5
2021-10-25 04:00:03,-5.5
2021-10-25 05:00:03,-5.8
2021-10-25 05:30:03,-5.9
2021-10-25 06:30:03,-6.2
2021-10-25 07:00:03,-6.3
2021-10-25 07:30:03,-6.4
2021-10-25 08:30:03,-4.8
2021-10-25 09:00:03,-1.6
2021-10-25 09:30:03,3.75
2021-10-25 10:00:03,4.92
2021-10-25 10:30:03,7.69
2021-10-25 11:00:03,11.0
2021-10-25 11:30:03,12.7
2021-10-25 12:00:03,13.1
2021-10-25 12:30:03,12.8
2021-10-25 13:00:03,17.2
2021-10-25 13:30:03,16.4
2021-10-25 14:00:03,15.4
2021-10-25 14:30:03,13.7
2021-10-25 15:00:03,13.7
2021-10-25 15:30:03,12.5
2021-10-25 16:30:03,10.9
2021-10-25 17:00:03,8.62
2021-10-25 17:30:03,5.60
2021-10-25 18:00:03,2.85
2021-10-25 18:30:03,0.799
2021-10-25 19:00:03,0.126
2021-10-25 19:30:03,-0.35
2021-10-25 20:00:03,-0.89
2021-10-25 20:30:03,-1.3
2021-10-25 21:00:03,-1.2
2021-10-25 21:30:03,-1.0
2021-10-25 22:00:03,-0.85
2021-10-25 22:30:03,-0.96
2021-10-25 23:00:03,-1.0
2021-10-26 00:00:03,-1.7
2021-10-26 00:30:03,-2.0
2021-10-26 01:00:03,-2.3
2021-10-26 01:30:03,-2.2
2021-10-26 02:00:03,-2.0
2021-10-26 02:30:03,-1.8
2021-10-26 03:00:03,-1.2
2021-10-26 04:00:03,-1.3
2021-10-26 04:30:03,-2.0
2021-10-26 05:00:03,-2.0
2021-10-26 05:30:03,-2.5
2021-10-26 06:00:03,-2.7
2021-10-26 06:30:03,-3.0
2021-10-26 07:00:03,-3.3
2021-10-26 07:30:03,-3.6
2021-10-26 08:30:03,-1.4
2021-10-26 09:00:03,0.575
2021-10-26 09:30:03,3.91
2021-10-26 10:00:03,8.10
2021-10-26 10:30:03,10.3
2021-10-26 11:00:03,11.9
2021-10-26 12:00:03,12.4
2021-10-26 12:30:03,10.2
2021-10-26 13:00:03,12.2
2021-10-26 13:30:03,16.0
2021-10-26 14:00:03,15.7
2021-10-26 15:00:03,13.0
2021-10-26 16:00:03,13.5
2021-10-26 16:30:03,14.4
2021-10-26 17:00:03,12.7
2021-10-26 17:30:03,11.5
2021-10-26 18:00:03,9.84
2021-10-26 18:30:03,8.33
2021-10-26 18:45:03,7.46
2021-10-26 19:00:03,7.55
2021-10-26 19:25:03,7.77
2021-10-26 19:30:03,7.86
2021-10-26 20:00:03,7.58
2021-10-26 20:30:03,7.54
2021-10-26 21:00:03,7.13
2021-10-26 21:30:03,6.36
2021-10-26 22:00:03,6.17
2021-10-26 22:30:03,5.81
2021-10-26 23:00:03,5.97
2021-10-26 23:30:03,5.89
2021-10-27 00:00:03,5.85
2021-10-27 00:30:03,5.23
2021-10-27 01:00:03,5.11
2021-10-27 01:30:03,4.88
2021-10-27 02:00:03,4.94
2021-10-27 02:30:03,5.53
2021-10-27 03:00:03,5.79
2021-10-27 03:30:03,6.25
2021-10-27 04:00:03,6.17
2021-10-27 04:30:03,6.27
2021-10-27 05:00:03,6.51
2021-10-27 05:30:03,6.43
2021-10-27 06:00:03,6.39
2021-10-27 06:30:03,5.92
2021-10-27 07:00:03,4.77
2021-10-27 07:30:03,5.61
2021-10-27 08:00:03,5.95
2021-10-27 08:30:03,6.09
2021-10-27 09:30:03,6.89
2021-10-27 10:00:03,7.59
2021-10-27 10:30:03,9.38
2021-10-27 11:00:03,11.7
2021-10-27 12:00:03,12.2
2021-10-27 12:30:03,15.4
2021-10-27 13:25:03,14.6
2021-10-27 13:30:03,15.1
2021-10-27 13:35:03,15.3
2021-10-27 14:00:03,15.4
2021-10-27 14:30:03,16.7
2021-10-27 15:00:03,16.3
2021-10-27 15:30:03,15.3
2021-10-27 16:00:03,14.7
2021-10-27 16:30:03,14.5
2021-10-27 17:00:03,13.3
2021-10-27 17:15:03,12.6
2021-10-27 17:50:03,7.48
2021-10-27 18:00:03,5.91
2021-10-27 18:30:03,3.38
2021-10-27 19:00:03,2.22
2021-10-27 19:30:03,1.70
2021-10-27 20:00:03,1.25
2021-10-27 20:30:03,0.911
2021-10-27 21:00:03,0.505
2021-10-27 21:30:03,0.251
2021-10-27 22:00:03,0.153
2021-10-27 22:30:03,-0.032
2021-10-27 23:30:03,-0.51
2021-10-28 00:00:03,-0.73
2021-10-28 01:00:03,-0.72
2021-10-28 01:30:03,-0.90
2021-10-28 02:30:03,-1.3
2021-10-28 03:00:03,-1.5
2021-10-28 03:30:03,-1.5
2021-10-28 04:00:03,-1.3
2021-10-28 04:30:03,-1.4
2021-10-28 05:00:03,-1.8
2021-10-28 05:30:03,-2.1
2021-10-28 06:00:03,-2.2
2021-10-28 06:30:03,-2.0
2021-10-28 07:00:03,-1.7
2021-10-28 07:30:03,-1.2
2021-10-28 08:00:03,-0.47
2021-10-28 08:30:03,0.182
2021-10-28 09:30:03,3.04
2021-10-28 10:00:03,4.40
2021-10-28 11:00:03,6.72
2021-10-28 11:30:03,10.6
2021-10-28 12:00:03,15.4
2021-10-28 13:00:03,18.8
2021-10-28 13:30:03,18.6
2021-10-28 14:00:03,17.9
2021-10-28 14:30:03,18.7
2021-10-28 15:00:03,18.9
2021-10-28 15:30:03,18.3
2021-10-28 16:00:03,17.8
2021-10-28 16:30:03,14.8
2021-10-28 17:00:03,11.9
2021-10-28 17:30:03,7.65
2021-10-28 18:00:03,4.39
2021-10-28 18:30:03,4.12
2021-10-28 19:00:03,4.71
2021-10-28 19:30:03,4.92
2021-10-28 20:00:03,4.84
2021-10-28 20:30:03,4.46
2021-10-28 21:00:03,4.12
2021-10-28 22:00:03,2.99
2021-10-28 22:30:03,2.48
2021-10-28 23:00:03,1.76
2021-10-28 23:30:03,-0.14
2021-10-29 00:00:03,-1.1
2021-10-29 00:30:03,-2.0
2021-10-29 01:00:03,-2.6
2021-10-29 01:30:03,-2.5
2021-10-29 02:00:03,-2.1
2021-10-29 02:30:03,-1.7
2021-10-29 03:00:03,-0.82
